"Date.and.time","Stock.number.","Date.of.Birth","Fish.name","Genotype","Responsible","Number.of.fish","Action"
"20-Jul-2023 12.57","26477","18-Jul-23","stl655 Tg(ctgfa:GFP-L9)","GFP/+","RM/MHM","40","EUTHANIZED THE NURSERY STOCK"
"20-Jul-2023 12.59","26477","18-Jul-23","stl655 Tg(ctgfa:GFP-L9)","GFP/+","RM/MHM","40"," ADDED STOCK IN THE Johnson Nursery"
"21-Jul-2023 16.58","25354","7-Mar-23","sox2-2A-CreERT2; ubi:nRSG","Cre/+ or +/+ ; RFP/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 16.58","25354","7-Mar-23","sox2-2A-CreERT2; ubi:nRSG","Cre/+ or +/+ ; RFP/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 16.59","25354","7-Mar-23","sox2-2A-CreERT2; ubi:nRSG","Cre/+ or +/+ ; RFP/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 16.59","25649","6-Apr-23","EKAB","EKAB","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 16.59","25354","7-Mar-23","sox2-2A-CreERT2; ubi:nRSG","Cre/+ or +/+ ; RFP/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.00","25422","14-Mar-23","sox2-2A-CreERT2; ubi:nRSG","Cre/+ or +/+ ; RFP/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.00","25649","6-Apr-23","EKAB","EKAB","RM/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.10","25422","14-Mar-23","sox2-2A-CreERT2; ubi:nRSG","Cre/-;RFP/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.11","24888","29-Dec-22","hdac10-stl715","+/+","VMS/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.12","25354","7-Mar-23","Tg(sox2-2a-CreER)+/-;Tg(ubi:nRSG)+/-","Cre/-;RFP/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.12","24888","29-Dec-22","hdac10-stl715","+/-","VMS/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.13","25422","7-Mar-23","Tg(sox2-2a-CreER)+/-;Tg(ubi:nRSG)+/-","Cre/-;RFP/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.14","25422","7-Mar-23","Tg(sox2-2a-CreER)+/-;Tg(ubi:nRSG)+/-","Cre/-;RFP/+","LZ/MHM","17"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.16","24888","29-Dec-22","hdac10-stl715","-/-","VMS/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.21","29236","28-Jul-22","(-4.9mstnb:Cre-ERT2)-L11","Cre/+ or +/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.35","23297","28-Jul-22","(-4.9mstnb:Cre-ERT2)-L11; ubi:nRSG","Cre/+ or +/+ ; RFP/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.39","25255","22-Feb-23","ubi:nRSG+/-;sox2-2A-sfGFP+/-","+/-;+/-","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.39","23927","28-Jul-22","(-4.9mstnb:Cre-ERT2)-L11; ubi:nRSG","Cre/+ or +/+ ; RFP/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.39","23926","28-Jul-22","(-4.9mstnb:Cre-ERT2)-L11; ubi:nRSG","Cre/+ or +/+ ; RFP/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.40","23927","28-Jul-22","(-4.9mstnb:Cre-ERT2)-L11; ubi:nRSG","Cre/+ or +/+ ; RFP/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.40","23927","28-Jul-22","(-4.9mstnb:Cre-ERT2)-L11; ubi:nRSG","Cre/+ or +/+ ; RFP/+","LZ/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.40","25139","9-Feb-23","ubi:nRSG+/-;sox2-2A-sfGFP+/-","+/-;+/-","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.40","25139","9-Feb-23","ubi:nRSG+/-;sox2-2A-sfGFP+/-","+/-;+/-","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.43","25255","22-Feb-23","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+;GFP/+","MHM/RM","40","EDITED THE ADULT STOCK "
"21-Jul-2023 17.43","25139","9-Feb-23","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+;GFP/+","MHM/RM","40","EDITED THE ADULT STOCK "
"21-Jul-2023 17.45","25139","9-Feb-23","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+ ; GFP/+","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.47","25092","1-Feb-23","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+ ; GFP/+","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.47","25092","1-Feb-23","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+ ; GFP/+","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 17.47","25092","1-Feb-23","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+ ; GFP/+","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 18.04","23558","7-Jun-22","j1784:DCT-1:GFP +/-","GFP/+","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 18.08","24285","22-Oct-22","sox2-2A-sfGFP +/-","GFP/+","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 18.09","24285","22-Oct-22","sox2-2A-sfGFP +/-","GFP/+","MHM/RM","40","EUTHANIZED THE ADULT STOCK"
"21-Jul-2023 18.09","24285","4-Oct-22","sox2-2A-sfGFP +/-","GFP/+","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 18.11","24285","4-Oct-22","sox2-2A-sfGFP +/-","GFP/+","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 18.11","24285","4-Oct-22","sox2-2A-sfGFP +/-","GFP/+","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 18.11","24285","4-Oct-22","sox2-2A-sfGFP +/-","GFP/+","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 18.11","24285","4-Oct-22","sox2-2A-sfGFP +/-","GFP/+","MHM/RM","40"," ADDED STOCK IN THE Johnson Fish Room"
"21-Jul-2023 19.22","18143","21-Jul-23","test fish formate","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"21-Jul-2023 19.23","18143","21-Jul-23","test fish formate","Enter genotype","Enter owner name","1","EUTHANIZED THE NURSERY STOCK"
"24-Jul-2023 11.24","29236","28-Jul-22","(-4.9mstnb:Cre-ERT2)-L11","Cre/+ or +/+","LZ/MHM","40","EUTHANIZED THE ADULT STOCK"
"24-Jul-2023 11.34","23926","28-Jul-22","(-4.9mstnb:Cre-ERT2)-L11","Cre/+ or +/+","VMS/MHM","40"," ADDED STOCK IN THE Johnson Fish Room"
"24-Jul-2023 18.02","26522","20-Jul-23","stl236-plecb; stl261-pleca","+/+ or +/- ; +/+ or +/-","VMS/MHM","110"," ADDED STOCK IN THE Johnson Nursery"
"24-Jul-2023 19.32","26521","20-Jul-23","Tu","wildtype","YX/MHM","40"," ADDED STOCK IN THE Walker Nursery"
"24-Jul-2023 19.33","26521","20-Jul-23","Tu","wildtype","YX/MHM","40"," ADDED STOCK IN THE Walker Nursery"
"24-Jul-2023 19.34","26520","20-Jul-23","cnr1 CR KO F0","F0/F0","YX/MHM","26"," ADDED STOCK IN THE Walker Nursery"
"24-Jul-2023 19.34","26520","20-Jul-23","cnr1 CR KO F0","F0/F0","YX/MHM","26"," ADDED STOCK IN THE Walker Nursery"
"24-Jul-2023 19.36","26519","20-Jul-23","lhx4 CR KO F0","F0/F0","YX/MHM","26"," ADDED STOCK IN THE Walker Nursery"
"24-Jul-2023 19.37","26518","20-Jul-23","lhx4 CR KO F0","F0/F0","YX/MHM","40"," ADDED STOCK IN THE Walker Nursery"
"24-Jul-2023 19.37","26518","20-Jul-23","lhx4 CR KO F0","F0/F0","YX/MHM","40"," ADDED STOCK IN THE Walker Nursery"
"24-Jul-2023 19.37","26518","20-Jul-23","lhx4 CR KO F0","F0/F0","YX/MHM","40"," ADDED STOCK IN THE Walker Nursery"
"25-Jul-2023 16.35","26523","21-Jul-23","scn4ab dgRNA crisper F0","F0/F0","MHM/RM/LZ","40"," ADDED STOCK IN THE Walker Nursery"
"25-Jul-2023 16.36","26524","21-Jul-23","ndnf dgRNA crisper F0","F0/F0","MHM/RM/LZ","40"," ADDED STOCK IN THE Walker Nursery"
"25-Jul-2023 16.37","26525","21-Jul-23","TU uninjected control","+/+","MHM/RM/LZ","40"," ADDED STOCK IN THE Walker Nursery"
"25-Jul-2023 16.41","26502","19-Jul-23","EKAB","+/+","MHM/RM/YX","40"," ADDED STOCK IN THE Johnson Nursery"
"25-Jul-2023 16.44","26486","18-Jul-23","pdk2a dgRNP injected F0","F0","MHM/MED/RM","40"," ADDED STOCK IN THE Walker Nursery"
"25-Jul-2023 16.46","26487","18-Jul-23","pdk2b dgRNP injected F0","F0","MHM/MED/RM","40"," ADDED STOCK IN THE Walker Nursery"
"25-Jul-2023 16.47","26488","18-Jul-23","pdk2a adn pdk2b dgRNP injected F0","F0","MHM/MED/RM","40"," ADDED STOCK IN THE Walker Nursery"
"25-Jul-2023 16.48","26489","18-Jul-23","pdp1 dgRNP injected F0","F0","MHM/MED/RM","40"," ADDED STOCK IN THE Walker Nursery"
"25-Jul-2023 16.49","26490","18-Jul-23","TU uninjected control","+/+","MHM/MED/RM","40"," ADDED STOCK IN THE Walker Nursery"
"25-Jul-2023 17.50","23445","17-May-2022","pkrdc+/-;il2rga+/-:WT","Enter genotype","MHM/RM","16"," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_A1 TO J4-1_A9"
"25-Jul-2023 17.51","26305","27-Jun-2023","pdk2b dgRNP injected","Enter genotype","MED","31"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A1 IN Streisinger Room"
"27-Jul-2023 19.57","26502","27-Jul-2023","testing dupicates","+/+,+/- ; GFP+","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"27-Jul-2023 20.00","26047","27-Jul-2023","mm520 inj","+/+,+/- ; GFP+","VW/MHM ","1"," ADDED STOCK IN THE Walker Nursery"
"28-Jul-2023 15.13","112545","28-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"28-Jul-2023 15.14","11134","28-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Nursery"
"28-Jul-2023 15.14","112545","28-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1","EUTHANIZED THE NURSERY STOCK"
"28-Jul-2023 15.15","11134","28-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1","EUTHANIZED THE NURSERY STOCK"
"28-Jul-2023 17.50","26306","27-Jun-2023","pdp1 dgRNP injected","Enter genotype","MED","1"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A2 IN Streisinger Room"
"28-Jul-2023 18.04","18000","28-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Fish Room"
"28-Jul-2023 18.11","18000","28-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Fish Room"
"29-Jul-2023 10.33","18000","29-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Fish Room"
"29-Jul-2023 10.33","18000","29-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Fish Room"
"29-Jul-2023 10.39","26306","27-Jun-2023","pdp1 dgRNP injected","Enter genotype","MED","1"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A3 IN Streisinger Room"
"29-Jul-2023 10.45","18000","28-Jul-23","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_A1 TO J4-1_A14"
"29-Jul-2023 10.52","23445","17-May-22","pkrdc+/-;il2rga+/-:WT","Enter genotype","MHM/RM","15","EDITED THE ADULT STOCK "
"29-Jul-2023 10.55","23445","17-May-22","pkrdc+/-;il2rga+/-:WT","Enter genotype","MHM/RM","15","EUTHANIZED THE ADULT STOCK"
"29-Jul-2023 10.55","24635","15-Nov-22","ctgfa-1kb-del-L3 het inx","Enter genotype","DNK/RM/MHM","15","EUTHANIZED THE ADULT STOCK"
"29-Jul-2023 10.55","23188","30-Mar-22","ub:switch(GSR) GFP+/+","Enter genotype","MHM/RM","15","EUTHANIZED THE ADULT STOCK"
"29-Jul-2023 10.58","26306","27-Jun-2023","pdp1 dgRNP injected","Enter genotype","MED","28","EUTHANIZED THE NURSERY STOCK"
"29-Jul-2023 10.58","26307","27-Jun-2023","Tu uninjected","Enter genotype","MED","29","EUTHANIZED THE NURSERY STOCK"
"29-Jul-2023 11.40","26305","27-Jun-2023","pdk2b dgRNP injected","Enter genotype","MED","31"," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E1_A1 TO E1_A4"
"30-Jul-2023 21.07","26058","30-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"30-Jul-2023 21.09","26058","30-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1","EUTHANIZED THE NURSERY STOCK"
"30-Jul-2023 21.10","26058","30-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"30-Jul-2023 21.10","26058","30-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1","EUTHANIZED THE NURSERY STOCK"
"30-Jul-2023 21.54","26526","30-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"30-Jul-2023 21.56","12746","30-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"31-Jul-2023 19.41","26527","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"31-Jul-2023 19.46","12747","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"31-Jul-2023 19.55","26528","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Fish Room"
"31-Jul-2023 20.06","26528","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"31-Jul-2023 20.07","26529","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Nursery"
"31-Jul-2023 20.07","26530","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Fish Room"
"31-Jul-2023 20.08","26530","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Fish Room"
"31-Jul-2023 20.10","26530","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"31-Jul-2023 20.11","26531","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Fish Room"
"31-Jul-2023 20.39","26531","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"31-Jul-2023 20.43","26377","7-Jul-2023","tert +/?","+/+ or +/-","MAG/MHM","40"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A1 IN Streisinger Room"
"31-Jul-2023 20.44","26400","6-Jul-2023","lhx4 CR F0","F0","YX/MHM","60"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A5 IN Streisinger Room"
"31-Jul-2023 20.47","26531","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A6 IN Streisinger Room"
"31-Jul-2023 20.48","26530","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A7 IN Streisinger Room"
"31-Jul-2023 20.49","26528","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A8 IN Streisinger Room"
"31-Jul-2023 20.50","26162","1-Jun-23","syt11b_vms1_75","(+/+ or +/- or -/-)","VMS","40"," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_D5 IN Johnson Room"
"31-Jul-2023 20.50","26222","14-Jun-23","vamp4_vms1_84(+/+ or +/- or -/-)","(+/+ or +/- or -/-)","VMS","600"," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_G7 IN Johnson Room"
"31-Jul-2023 21.46","26528","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_A1 TO J4-2_A9"
"31-Jul-2023 21.48","12747","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A9 IN Streisinger Room"
"31-Jul-2023 21.52","26530","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_A2 TO J4-1_A1"
"31-Jul-2023 22.08","26530","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1","EDITED THE ADULT STOCK "
"31-Jul-2023 22.15","26530","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1","EUTHANIZED THE ADULT STOCK"
"31-Jul-2023 22.16","26530","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1","EUTHANIZED THE ADULT STOCK"
"31-Jul-2023 22.20","26163","1-Jun-23","syt11b_vms1_75 (+/+ or +/-); syt11a_vms1_51 (+/+ or +/-)","(+/+ or +/- or -/-)","VMS","40","EDITED THE NURSERY STOCK "
"31-Jul-2023 22.26","26529","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1","EUTHANIZED THE NURSERY STOCK"
"31-Jul-2023 22.26","26163","1-Jun-23","syt11b_vms1_75 (+/+ or +/-); syt11a_vms1_51 (+/+ or +/-)","(+/+ or +/- or -/-)","VMS","36","EDITED THE NURSERY STOCK "
"31-Jul-2023 22.27","26532","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"31-Jul-2023 22.28","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Fish Room"
"31-Jul-2023 22.31","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Fish Room"
"31-Jul-2023 22.35","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"31-Jul-2023 22.35","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Fish Room"
